name,popularity,duration_ms,artist,artists_list,release_date,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,artist_name,artist_popularity,artist_followers,artist_genres,music_file
Lo Sabe Dios,68,147387,KAROL G,KAROL G,2017-10-27,0.879,0.587,0.378,0.0,0.132,-8.003,0.0583,83.821,4,0.675,KAROL G,88,41121547,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",Lo Sabe Dios - KAROL G (128).wav
"Ay, DiOs Mío!",70,189653,KAROL G,KAROL G,2020-07-10,0.512,0.718,0.712,0.00121,0.104,-4.366,0.174,180.034,4,0.531,KAROL G,88,41121547,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']","Ay, DiOs Mío! - KAROL G (128).wav"
Pineapple,68,180960,KAROL G,KAROL G,2019-05-03,0.0399,0.778,0.664,1.95e-06,0.31,-4.627,0.083,94.951,4,0.657,KAROL G,88,41121547,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",Pineapple - KAROL G (128).wav
Video Games,77,281960,Lana Del Rey,Lana Del Rey,2012-01-01,0.811,0.236,0.249,1e-06,0.087,-9.595,0.0348,72.847,5,0.181,Lana Del Rey,88,29276034,"['art pop', 'pop']",Video Games - Lana Del Rey (128).wav
"Take Me Home, Country Roads",74,166676,Lana Del Rey,Lana Del Rey,2023-12-01,0.921,0.516,0.167,1.61e-05,0.112,-13.205,0.0265,82.044,4,0.304,Lana Del Rey,88,29276034,"['art pop', 'pop']","Take Me Home, Country Roads - Lana Del Rey (128).wav"
Sad Girl,78,317760,Lana Del Rey,Lana Del Rey,2014-01-01,0.539,0.345,0.587,0.0731,0.119,-8.346,0.0364,119.479,4,0.258,Lana Del Rey,88,29276034,"['art pop', 'pop']",Sad Girl - Lana Del Rey (128).wav
The Other Woman,76,181960,Lana Del Rey,Lana Del Rey,2014-01-01,0.822,0.255,0.468,0.248,0.339,-6.43,0.0317,111.67,4,0.175,Lana Del Rey,88,29276034,"['art pop', 'pop']",The Other Woman - Lana Del Rey (128).wav
Lust For Life (with The Weeknd),74,264066,Lana Del Rey,"Lana Del Rey,The Weeknd",2017-07-21,0.604,0.504,0.655,0.00193,0.364,-8.644,0.0542,99.982,4,0.262,Lana Del Rey,88,29276034,"['art pop', 'pop']",Out of Time - The Weeknd (128).wav
Mariners Apartment Complex,72,247150,Lana Del Rey,Lana Del Rey,2019-08-30,0.763,0.531,0.252,0.000133,0.104,-12.765,0.028,76.054,4,0.159,Lana Del Rey,88,29276034,"['art pop', 'pop']",Mariners Apartment Complex - Lana Del Rey (128).wav
Did you know that there's a tunnel under Ocean Blvd,74,285051,Lana Del Rey,Lana Del Rey,2023-03-24,0.805,0.457,0.343,0.0182,0.12,-9.387,0.0305,119.94,4,0.0562,Lana Del Rey,88,29276034,"['art pop', 'pop']",Did_you_know_that_there_s_a_tunnel_under_Ocean_Blvd_Lana_Del_R.wav
Dealer,74,274293,Lana Del Rey,Lana Del Rey,2021-10-22,0.318,0.602,0.59,0.000166,0.104,-6.346,0.0279,130.08,4,0.381,Lana Del Rey,88,29276034,"['art pop', 'pop']",Dealer - Lana Del Rey (128).wav
Salvatore,74,281093,Lana Del Rey,Lana Del Rey,2015-09-18,0.675,0.304,0.311,0.00195,0.12,-9.647,0.0344,117.68,4,0.115,Lana Del Rey,88,29276034,"['art pop', 'pop']",Salvatore - Lana Del Rey (128).wav
Thunder,70,259467,Lana Del Rey,Lana Del Rey,2021-10-22,0.674,0.483,0.475,0.00167,0.115,-8.442,0.0291,73.862,4,0.237,Lana Del Rey,88,29276034,"['art pop', 'pop']",Thunder - Lana Del Rey (128).wav
National Anthem,73,230520,Lana Del Rey,Lana Del Rey,2012-01-01,0.531,0.532,0.899,0.000146,0.0957,-5.935,0.244,85.0,4,0.436,Lana Del Rey,88,29276034,"['art pop', 'pop']",National Anthem - Lana Del Rey (128).wav
Peppers (feat. Tommy Genesis),75,248928,Lana Del Rey,"Lana Del Rey,Tommy Genesis",2023-03-24,0.633,0.487,0.515,0.176,0.111,-11.767,0.19,156.738,4,0.35,Lana Del Rey,88,29276034,"['art pop', 'pop']",Peppers - Lana Del Rey Tommy Genesis (128).wav
White Mustang,70,164710,Lana Del Rey,Lana Del Rey,2017-07-21,0.456,0.658,0.46,0.00111,0.0963,-8.646,0.0444,114.801,4,0.223,Lana Del Rey,88,29276034,"['art pop', 'pop']",White Mustang - Lana Del Rey (128).wav
High By The Beach,71,257573,Lana Del Rey,Lana Del Rey,2015-09-18,0.244,0.536,0.486,0.00788,0.12,-11.067,0.0346,131.988,4,0.0968,Lana Del Rey,88,29276034,"['art pop', 'pop']",High - Stephen Sanchez (128).wav
A&W,74,433916,Lana Del Rey,Lana Del Rey,2023-03-24,0.665,0.421,0.247,0.375,0.115,-14.655,0.143,161.468,4,0.139,Lana Del Rey,88,29276034,"['art pop', 'pop']",Awkward - SZA (128).wav
Corny,55,227456,Rema,Rema,2019-03-22,0.335,0.494,0.777,0.0911,0.116,-3.009,0.13,95.012,4,0.506,Rema,76,3401997,"['afrobeats', 'nigerian pop']",Corny - Rema (128).wav
Time N Affection,54,230722,Rema,"Rema,Chris Brown",2022-03-24,0.306,0.549,0.689,0.0,0.0785,-6.667,0.118,108.643,4,0.268,Rema,76,3401997,"['afrobeats', 'nigerian pop']",Time N Affection - Rema Chris Brown (128).wav
Beamer (Bad Boys),53,195048,Rema,"Rema,Rvssian",2020-02-20,0.0581,0.657,0.645,0.0,0.337,-5.349,0.25,129.369,3,0.452,Rema,76,3401997,"['afrobeats', 'nigerian pop']",Beamer (Bad Boys) - Rema Rvssian (128).wav
FYN,50,207474,Rema,"Rema,AJ Tracey",2022-03-24,0.252,0.587,0.647,0.0,0.109,-8.085,0.0945,95.738,4,0.596,Rema,76,3401997,"['afrobeats', 'nigerian pop']",CUFF IT - Beyoncé (128).wav
Boulevard,44,112000,Rema,Rema,2019-06-17,0.522,0.639,0.681,0.0,0.127,-5.848,0.0411,120.01,4,0.0901,Rema,76,3401997,"['afrobeats', 'nigerian pop']",Boulevard - Rema (128).wav
Wine,47,230130,Rema,"Rema,Yseult",2022-03-24,0.408,0.743,0.578,1.22e-05,0.109,-7.267,0.0741,103.002,4,0.425,Rema,76,3401997,"['afrobeats', 'nigerian pop']",Wine - Rema Yseult (128).wav
Dirty,47,222912,Rema,Rema,2022-03-24,0.25,0.466,0.741,5.37e-05,0.137,-5.556,0.101,180.048,4,0.644,Rema,76,3401997,"['afrobeats', 'nigerian pop']",Dirty - Rema (128).wav
Oroma Baby,46,209697,Rema,Rema,2022-03-24,0.113,0.733,0.791,0.00388,0.648,-5.549,0.0427,95.995,4,0.824,Rema,76,3401997,"['afrobeats', 'nigerian pop']",Oroma Baby - Rema (128).wav
No Excuses,57,152862,Meghan Trainor,Meghan Trainor,2020-01-31,0.0226,0.826,0.658,0.0,0.0417,-3.846,0.0517,115.022,4,0.523,Meghan Trainor,74,14121696,"['hip pop', 'pop']",No Excuses - Meghan Trainor (128).wav
Walkashame,54,178240,Meghan Trainor,Meghan Trainor,2015-01-09,0.0793,0.657,0.721,0.0,0.0653,-5.733,0.0537,87.977,4,0.67,Meghan Trainor,74,14121696,"['hip pop', 'pop']",Walkashame - Meghan Trainor (128).wav
TREAT MYSELF,51,173767,Meghan Trainor,Meghan Trainor,2018-07-20,0.00284,0.689,0.684,0.0,0.758,-4.561,0.0463,107.989,4,0.692,Meghan Trainor,74,14121696,"['hip pop', 'pop']",TREAT MYSELF - Meghan Trainor (128).wav
I'm a Lady - from SMURFS: THE LOST VILLAGE,54,164587,Meghan Trainor,Meghan Trainor,2017-02-24,0.0432,0.612,0.691,0.0,0.19,-4.932,0.12,175.003,4,0.25,Meghan Trainor,74,14121696,"['hip pop', 'pop']",I_m_a_Lady_from_SMURFS_THE_LOST_VILLAGE_Meghan_Trainor_128.wav
I Love Me,52,167760,Meghan Trainor,"Meghan Trainor,LunchMoney Lewis",2017-05-12,0.0357,0.778,0.829,3.83e-05,0.334,-4.447,0.201,96.998,4,0.686,Meghan Trainor,74,14121696,"['hip pop', 'pop']",This Love - Camila Cabello (128).wav
Good To Be Alive,49,228360,Meghan Trainor,Meghan Trainor,2016-05-26,0.333,0.605,0.684,1.91e-05,0.0819,-5.254,0.142,200.049,4,0.587,Meghan Trainor,74,14121696,"['hip pop', 'pop']",2. Meghan Trainor - Good To Be Alive (128).wav
Woman Up,51,208693,Meghan Trainor,Meghan Trainor,2017-05-12,0.00848,0.755,0.751,0.000368,0.32,-4.322,0.051,104.942,4,0.27,Meghan Trainor,74,14121696,"['hip pop', 'pop']",Woman - Rema (128).wav
3am,48,185200,Meghan Trainor,Meghan Trainor,2015-01-09,0.031,0.825,0.69,0.000401,0.0798,-5.967,0.0967,170.061,4,0.675,Meghan Trainor,74,14121696,"['hip pop', 'pop']",305 - Shawn Mendes (128).wav
Wave (feat. Mike Sabath),47,176947,Meghan Trainor,"Meghan Trainor,Mike Sabath",2020-01-31,0.0254,0.586,0.542,2.1e-06,0.131,-6.883,0.185,125.078,4,0.43,Meghan Trainor,74,14121696,"['hip pop', 'pop']",Wave (feat. Mike Sabath) - Meghan Trainor Mike Sabath (128).wav
Special Delivery (feat. MAX),44,184598,Meghan Trainor,"Meghan Trainor,MAX",2023-03-10,0.486,0.822,0.732,0.0,0.15,-3.835,0.057,127.936,4,0.964,Meghan Trainor,74,14121696,"['hip pop', 'pop']",Special - SZA (128).wav
LET YOU BE RIGHT,46,176944,Meghan Trainor,Meghan Trainor,2018-05-11,0.0287,0.822,0.611,0.0,0.0628,-5.448,0.17,105.051,4,0.566,Meghan Trainor,74,14121696,"['hip pop', 'pop']",LET YOU BE RIGHT - Meghan Trainor (128).wav
C7osure (You Like),54,148653,Lil Nas X,Lil Nas X,2019-06-21,0.397,0.847,0.742,0.0,0.135,-5.515,0.247,133.989,4,0.56,Lil Nas X,74,12476410,['lgbtq+ hip hop'],C7osure (You Like) - Lil Nas X (128).wav
Rodeo,64,158707,Lil Nas X,"Lil Nas X,Cardi B",2019-06-21,0.139,0.706,0.679,6.98e-05,0.465,-5.614,0.0324,140.081,4,0.657,Lil Nas X,74,12476410,['lgbtq+ hip hop'],It Girl - Jason Derülo (128).wav
SUN GOES DOWN,59,168276,Lil Nas X,Lil Nas X,2021-05-21,0.0837,0.551,0.636,4.28e-06,0.112,-6.798,0.054,174.065,4,0.148,Lil Nas X,74,12476410,['lgbtq+ hip hop'],1. Lil Nas X - SUN GOES DOWN (128).wav
J CHRIST,76,153625,Lil Nas X,Lil Nas X,2024-01-12,0.0589,0.747,0.612,0.0,0.451,-6.447,0.0929,149.893,4,0.89,Lil Nas X,74,12476410,['lgbtq+ hip hop'],J CHRIST - Lil Nas X (128).wav
Panini,69,114893,Lil Nas X,Lil Nas X,2019-09-13,0.342,0.703,0.594,0.0,0.123,-6.146,0.0752,153.848,4,0.475,Lil Nas X,74,12476410,['lgbtq+ hip hop'],Panini - Lil Nas X (128).wav
Where Do We Go Now? (Music from Lil Nas X: Long Live Montero),65,195306,Lil Nas X,Lil Nas X,2024-01-26,0.0767,0.612,0.557,3.02e-05,0.178,-6.638,0.0396,141.937,4,0.12,Lil Nas X,74,12476410,['lgbtq+ hip hop'],Where_Do_We_Go_Now_Music_from_Lil_Nas_X_Long_Live_Montero_Li.wav
All Of My Love,57,196853,RAYE,"RAYE,Young Adz",2020-02-06,0.0591,0.454,0.351,0.000785,0.115,-6.807,0.0464,187.802,4,0.0655,RAYE,77,1049376,"['uk contemporary r&b', 'uk pop']",All Of My Love - RAYE Young Adz (128).wav
Love Me Again,52,198133,RAYE,RAYE,2019-08-02,0.283,0.716,0.511,0.0,0.0765,-6.471,0.0479,110.019,4,0.488,RAYE,77,1049376,"['uk contemporary r&b', 'uk pop']",Love Me Again - RAYE (128).wav
Stay (Don't Go Away) [feat. Raye],54,185943,David Guetta,"David Guetta,RAYE",2019-05-09,0.259,0.669,0.797,0.0,0.199,-5.68,0.0624,119.865,4,0.552,David Guetta,85,26379655,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",Stay (Don t Go Away) [feat. Raye] - David Guetta RAYE (128).wav
Make It to Heaven (with Raye),53,172381,David Guetta,"David Guetta,MORTEN,RAYE",2019-11-21,0.0936,0.587,0.92,0.073,0.185,-4.697,0.0914,126.035,4,0.35,David Guetta,85,26379655,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",Make It To Heaven (with Raye) - David Guetta MORTEN RAYE (.wav
Please Don’t Touch,50,218627,RAYE,RAYE,2019-12-13,0.0278,0.793,0.747,0.0,0.292,-3.809,0.039,117.978,4,0.282,RAYE,77,1049376,"['uk contemporary r&b', 'uk pop']",Please Don t Touch - RAYE (128).wav
Call On Me,50,194880,RAYE,RAYE,2021-06-11,0.021,0.582,0.889,0.0,0.687,-4.386,0.0491,121.977,4,0.438,RAYE,77,1049376,"['uk contemporary r&b', 'uk pop']",1. Raye - Call On Me (128).wav
Decline,53,188172,RAYE,"RAYE,Mr Eazi",2017-11-03,0.167,0.675,0.932,0.0,0.0932,-2.337,0.0551,115.924,4,0.524,RAYE,77,1049376,"['uk contemporary r&b', 'uk pop']",Decline - RAYE Mr Eazi (128).wav
Mary Jane vs Graeme Blevins. - Live at the Royal Albert Hall,47,91780,RAYE,"RAYE,The Heritage Orchestra",2023-10-16,0.81,0.417,0.276,0.526,0.794,-15.513,0.0462,98.591,4,0.511,RAYE,77,1049376,"['uk contemporary r&b', 'uk pop']",Mary_Jane_vs_Graeme_Blevins_Live_at_the_Royal_Albert_Hall_R.wav
Overture. - Live at the Royal Albert Hall,48,97529,RAYE,"RAYE,The Heritage Orchestra",2023-10-16,0.621,0.375,0.415,0.0209,0.891,-14.351,0.0729,68.058,3,0.118,RAYE,77,1049376,"['uk contemporary r&b', 'uk pop']",Overture_Live_at_the_Royal_Albert_Hall_RAYE_The_Heritage_O.wav
Confidence,48,170667,RAYE,"RAYE,Maleek Berry,Nana Rogues",2018-05-11,0.442,0.635,0.785,0.0,0.0935,-4.421,0.25,102.742,4,0.809,RAYE,77,1049376,"['uk contemporary r&b', 'uk pop']",Not Afraid - Eminem (128).wav
Worth It Prelude. - Live at the Royal Albert Hall,46,252155,RAYE,"RAYE,The Heritage Orchestra",2023-10-16,0.0992,0.416,0.835,0.000218,0.715,-5.278,0.0787,120.923,4,0.111,RAYE,77,1049376,"['uk contemporary r&b', 'uk pop']",Worth_It_Prelude_Live_at_the_Royal_Albert_Hall_RAYE_The_He.wav
Sober - Stripped,46,198400,RAYE,RAYE,2017-08-04,0.936,0.524,0.133,0.0,0.0896,-12.833,0.0542,125.534,5,0.368,RAYE,77,1049376,"['uk contemporary r&b', 'uk pop']",1. Raye - Sober (Stripped) (128).wav
Charlie Be Quiet!,56,128364,Charlie Puth,Charlie Puth,2022-10-06,0.205,0.753,0.662,3.66e-06,0.0851,-4.25,0.0702,94.958,4,0.466,Charlie Puth,79,21620546,"['pop', 'viral pop']",Charlie Be Quiet! - Charlie Puth (128).wav
Some Type of Love,53,187907,Charlie Puth,Charlie Puth,2016-01-29,0.392,0.702,0.595,0.0,0.0753,-6.005,0.0912,90.497,4,0.366,Charlie Puth,79,21620546,"['pop', 'viral pop']",Some Type of Love - Charlie Puth (128).wav
Obsessed (with Charlie Puth & Shenseea),58,226497,Calvin Harris,"Calvin Harris,Charlie Puth,Shenseea",2022-08-05,0.246,0.733,0.74,3.3e-05,0.299,-6.343,0.0333,99.993,4,0.903,Calvin Harris,82,23408452,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",Obsessed - Calvin Harris Charlie Puth Shenseea (128).wav
Patient,56,190533,Charlie Puth,Charlie Puth,2018-05-11,0.752,0.675,0.604,0.0,0.111,-6.266,0.193,168.034,4,0.456,Charlie Puth,79,21620546,"['pop', 'viral pop']",Patient - Charlie Puth (128).wav
Suffer,53,210680,Charlie Puth,Charlie Puth,2016-01-29,0.75,0.58,0.443,0.0,0.0742,-7.323,0.0498,175.938,3,0.576,Charlie Puth,79,21620546,"['pop', 'viral pop']",Suffer - Charlie Puth (128).wav
Smells Like Me,51,204079,Charlie Puth,Charlie Puth,2022-09-02,0.329,0.602,0.565,0.0,0.0622,-6.498,0.0498,208.038,4,0.609,Charlie Puth,79,21620546,"['pop', 'viral pop']",Smells Like Me - Charlie Puth (128).wav
We Don't Talk Anymore (feat. Selena Gomez) - DROELOE Remix,55,218426,Charlie Puth,"Charlie Puth,Selena Gomez,DROELOE",2016-07-08,0.485,0.702,0.82,0.0,0.448,-4.747,0.216,100.019,4,0.666,Charlie Puth,79,21620546,"['pop', 'viral pop']",We Don t Talk Anymore (feat. Selena Gomez) (DROELOE Remix) -.wav
LA Girls,56,197107,Charlie Puth,Charlie Puth,2018-05-11,0.359,0.869,0.642,1.42e-06,0.0694,-5.03,0.0367,99.992,4,0.917,Charlie Puth,79,21620546,"['pop', 'viral pop']",LA Girls - Charlie Puth (128).wav
Light Switch - Acoustic,49,186296,Charlie Puth,Charlie Puth,2022-02-18,0.745,0.748,0.407,0.0,0.163,-6.26,0.0656,91.974,4,0.947,Charlie Puth,79,21620546,"['pop', 'viral pop']",Light Switch - Charlie Puth (128).wav
River,50,191360,Charlie Puth,Charlie Puth,2016-11-11,0.838,0.775,0.329,0.0,0.108,-6.962,0.034,100.034,4,0.252,Charlie Puth,79,21620546,"['pop', 'viral pop']",GRIS - Quevedo Roso (128).wav
Left and Right (Feat. Jung Kook of BTS) - Acapella,50,154487,Charlie Puth,"Charlie Puth,Jung Kook",2022-08-19,0.753,0.571,0.169,0.0,0.0975,-8.628,0.0554,202.365,4,0.742,Charlie Puth,79,21620546,"['pop', 'viral pop']",Left_and_Right_Feat_Jung_Kook_of_BTS_Acapella_Charlie_Put.wav
Mother,50,162864,Charlie Puth,Charlie Puth,2019-09-12,0.375,0.407,0.697,5.07e-06,0.125,-5.612,0.342,179.681,3,0.632,Charlie Puth,79,21620546,"['pop', 'viral pop']",Together - Sia (128).wav
Does It Feel,48,218667,Charlie Puth,Charlie Puth,2016-11-11,0.177,0.61,0.86,0.0,0.155,-4.6,0.127,98.995,4,0.549,Charlie Puth,79,21620546,"['pop', 'viral pop']",Does It Feel - Charlie Puth (128).wav
After All,49,208715,Elton John,"Elton John,Charlie Puth",2021-09-22,0.361,0.501,0.556,0.000133,0.115,-5.628,0.0266,82.017,4,0.165,Elton John,80,12420077,"['glam rock', 'mellow gold', 'piano rock', 'rock']",Coaster - Khalid (128).wav
Stockholm Syndrome,70,214720,One Direction,One Direction,2014-11-17,0.0734,0.678,0.933,0.0,0.0863,-4.959,0.14,120.572,4,0.336,One Direction,81,33690694,"['boy band', 'pop', 'post-teen pop', 'talent show']",Stockholm Syndrome - One Direction (128).wav
Don't Forget Where You Belong,61,241000,One Direction,One Direction,2013-11-25,0.103,0.54,0.711,0.0,0.0827,-5.717,0.0255,92.014,4,0.292,One Direction,81,33690694,"['boy band', 'pop', 'post-teen pop', 'talent show']",Don t Forget Where You Belong - One Direction (128).wav
More Than This,64,229107,One Direction,One Direction,2012-05-25,0.0607,0.498,0.715,0.0,0.274,-4.446,0.0315,151.809,4,0.225,One Direction,81,33690694,"['boy band', 'pop', 'post-teen pop', 'talent show']",More Than This - One Direction (128).wav
Fireproof,66,174080,One Direction,One Direction,2014-11-17,0.00477,0.681,0.864,0.0,0.122,-3.276,0.0301,132.929,4,0.921,One Direction,81,33690694,"['boy band', 'pop', 'post-teen pop', 'talent show']",Fireproof - One Direction (128).wav
Up All Night,64,194693,One Direction,One Direction,2012-05-25,0.023,0.606,0.929,0.0,0.101,-2.182,0.055,139.022,4,0.622,One Direction,81,33690694,"['boy band', 'pop', 'post-teen pop', 'talent show']",Up All Night - Khalid (128).wav
A.M.,64,209040,One Direction,One Direction,2015-11-13,0.227,0.586,0.527,0.0,0.0963,-4.905,0.0309,141.839,4,0.506,One Direction,81,33690694,"['boy band', 'pop', 'post-teen pop', 'talent show']",A.M. - One Direction (128).wav
Ready to Run,64,196053,One Direction,One Direction,2014-11-17,0.00229,0.524,0.831,0.0,0.171,-4.174,0.036,115.067,4,0.299,One Direction,81,33690694,"['boy band', 'pop', 'post-teen pop', 'talent show']",Ready to Run - One Direction (128).wav
Diana,65,184667,One Direction,One Direction,2013-11-25,0.0604,0.549,0.868,0.0,0.137,-4.319,0.0614,171.96,4,0.755,One Direction,81,33690694,"['boy band', 'pop', 'post-teen pop', 'talent show']",Diamonds - Rihanna (128).wav
Moments,61,262640,One Direction,One Direction,2012-05-25,0.0283,0.474,0.739,0.0,0.299,-4.937,0.0451,149.894,4,0.253,One Direction,81,33690694,"['boy band', 'pop', 'post-teen pop', 'talent show']",Moments - One Direction (128).wav
Fool's Gold,66,210893,One Direction,One Direction,2014-11-17,0.23,0.515,0.773,1.29e-06,0.0938,-4.848,0.0479,128.001,4,0.379,One Direction,81,33690694,"['boy band', 'pop', 'post-teen pop', 'talent show']",Flags - Coldplay (128).wav
Ex Bitch,70,121672,XXXTENTACION,XXXTENTACION,2019-12-06,0.513,0.835,0.462,0.0,0.0875,-6.227,0.155,78.99,4,0.702,XXXTENTACION,83,43388933,"['emo rap', 'miami hip hop']",Ex Bitch - XXXTENTACION (128).wav
whoa (mind in awe),71,157777,XXXTENTACION,XXXTENTACION,2018-12-07,0.653,0.735,0.525,0.918,0.101,-2.939,0.0441,160.147,4,0.369,XXXTENTACION,83,43388933,"['emo rap', 'miami hip hop']",whoa (mind in awe) - XXXTENTACION (128).wav
RIP Roach,73,169979,XXXTENTACION,"XXXTENTACION,Ski Mask The Slump God",2017-05-16,0.398,0.727,0.62,0.0,0.0926,-6.443,0.306,105.003,4,0.555,XXXTENTACION,83,43388933,"['emo rap', 'miami hip hop']",Gorilla - Bruno Mars (128).wav
NUMB,73,186268,XXXTENTACION,XXXTENTACION,2018-03-16,0.1,0.414,0.416,0.179,0.131,-8.024,0.0251,159.91,4,0.196,XXXTENTACION,83,43388933,"['emo rap', 'miami hip hop']",Numb - Linkin Park (128).wav
let's pretend we're numb,64,80106,XXXTENTACION,XXXTENTACION,2015,0.0626,0.461,0.664,0.0,0.0724,-5.762,0.25,99.011,4,0.569,XXXTENTACION,83,43388933,"['emo rap', 'miami hip hop']",let s pretend we re numb - XXXTENTACION (128).wav
Arms Around You (feat. Maluma & Swae Lee),70,198903,XXXTENTACION,"XXXTENTACION,Lil Pump,Swae Lee,Maluma",2018-10-25,0.0302,0.703,0.723,2.06e-06,0.126,-5.45,0.0412,104.969,4,0.288,XXXTENTACION,83,43388933,"['emo rap', 'miami hip hop']",Arms Around You (feat. Maluma Swae Lee) - XXXTENTACION Lil.wav
vice city,70,220709,XXXTENTACION,XXXTENTACION,2022-01-28,0.00596,0.853,0.467,0.00171,0.203,-6.843,0.195,87.023,4,0.329,XXXTENTACION,83,43388933,"['emo rap', 'miami hip hop']",vice city - XXXTentacion (128).wav
King,67,112800,XXXTENTACION,XXXTENTACION,2017-05-16,0.102,0.421,0.154,0.00692,0.207,-12.405,0.0319,99.886,4,0.0949,XXXTENTACION,83,43388933,"['emo rap', 'miami hip hop']",King - XXXTENTACION (128).wav
I don't let go,65,121630,XXXTENTACION,XXXTENTACION,2018-12-07,0.591,0.797,0.293,0.0724,0.148,-7.479,0.08,80.035,4,0.478,XXXTENTACION,83,43388933,"['emo rap', 'miami hip hop']",I don t let go - XXXTENTACION (128).wav
numb the pain,62,82470,XXXTENTACION,XXXTENTACION,2019-12-06,0.902,0.683,0.0759,0.0,0.089,-10.567,0.032,93.186,4,0.74,XXXTENTACION,83,43388933,"['emo rap', 'miami hip hop']",numb the pain - XXXTENTACION (128).wav
hate will never win,64,103987,XXXTENTACION,XXXTENTACION,2019-09-06,0.811,0.556,0.425,1.97e-06,0.127,-6.964,0.314,89.385,4,0.676,XXXTENTACION,83,43388933,"['emo rap', 'miami hip hop']",hate will never win - XXXTENTACION (128).wav
what are you so afraid of,64,150769,XXXTENTACION,XXXTENTACION,2018-12-07,0.774,0.639,0.312,0.469,0.0857,-9.902,0.0301,103.369,4,0.347,XXXTENTACION,83,43388933,"['emo rap', 'miami hip hop']",what are you so afraid of - XXXTENTACION (128).wav
Speechless (feat. Erika Sirola),61,214942,Robin Schulz,"Robin Schulz,Erika Sirola",2018-11-16,0.0161,0.574,0.728,1.42e-06,0.0851,-4.777,0.062,125.047,4,0.266,Robin Schulz,75,3096894,"['deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house']",Speechless_feat_Erika_Sirola_Robin_Schulz_Erika_Sirola_12.wav
Vorbei,60,143995,Robin Schulz,"Robin Schulz,RAF Camora,Montez,Dario Rodriguez",2023-09-22,0.0662,0.639,0.807,4.92e-05,0.0996,-4.268,0.203,149.841,4,0.5,Robin Schulz,75,3096894,"['deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house']",Normal - Feid (128).wav
Heatwave (feat. Akon),58,187126,Robin Schulz,"Robin Schulz,Akon",2015-09-25,0.196,0.702,0.82,0.0,0.156,-4.323,0.063,107.936,4,0.52,Robin Schulz,75,3096894,"['deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house']",Heatwave (feat. Akon) - Robin Schulz Akon (128).wav
Fugazi (Robin Schulz Presents KOPPY),52,151279,Robin Schulz,"Robin Schulz,KOPPY",2023-11-17,0.00109,0.564,0.896,0.0191,0.161,-6.824,0.0363,142.019,4,0.3,Robin Schulz,75,3096894,"['deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house']",Fugazi_Robin_Schulz_Presents_KOPPY_Robin_Schulz_KOPPY_128.wav
The Motto - Robin Schulz Remix,52,157426,Tiësto,"Tiësto,Ava Max,Robin Schulz",2022-02-11,0.00323,0.551,0.889,0.651,0.447,-6.109,0.0415,126.007,4,0.157,Tiësto,80,7136303,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",The Motto (Robin Schulz Remix) - Tiësto Ava Max (128).wav
One More Time (feat. Alida),56,199358,Robin Schulz,"Robin Schulz,Felix Jaehn,Alida",2021-02-26,0.0302,0.5,0.701,8.97e-06,0.307,-6.261,0.0499,123.985,4,0.159,Robin Schulz,75,3096894,"['deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house']",One More Time (feat. Alida) - Robin Schulz Felix Jaehn Ali.wav
